,name,dim,gamma_square,neg_elbo,kl_loss,rec_loss,prior,cima,mcc,min_cima,min_cima_step,cima4max_mcc,cima4min_neg_elbo,mixing_linear_map_cima,mixing_cima,max_mcc,max_mcc_step,mcc4min_cima,mcc4min_neg_elbo,min_neg_elbo,min_neg_elbo_step,mse_sources_mean_decoded_sources,mse_obs_decoded_mean_latents,sigma_0,sigma_1,sigma_2,sigma_3,col_norm_sq_0,col_norm_sq_1,col_norm_sq_2,col_norm_sq_3,rhs_0,rhs_1,rhs_2,rhs_3
20,divine-sweep-70,4,99999.99999999999,42.652083638272,-24.94630241394043,-17.705780257941615,gaussian,0.014582837000489237,0.7191858988624514,0.012086181901395321,11,0.014582837000489235,0.012469273991882801,-1,0.268913209438324,0.7191858988624514,13,0.71678538647548,0.7148309765906558,24.61569320299153,8,0.0006597339524887502,8.453270129393786e-05,2.5853807528619654e-05,2.1050100258435123e-05,4.135277777095325e-05,2.066743400064297e-05,0.38577410550147206,0.4056281813327587,0.2443212431564099,0.46493179955507813,2.5921233812889275e-05,2.4652511672210326e-05,4.092804453009904e-05,2.1508068342251466e-05
21,expert-sweep-66,4,99999.99999999999,67.96053110529297,-26.342388153076172,-41.618134961697585,gaussian,0.07515913248062134,0.6895893565728161,0.031337205320596695,5,0.07515913248062134,0.04027905687689781,-1,0.1055622100830078,0.6895893565728161,12,0.6600004322602637,0.6706469141725748,30.690121600808993,7,0.0007691865903325379,0.00010626535367919132,1.7401842342223972e-05,3.4512948332121596e-05,1.7476879293099046e-05,1.7288874005316757e-05,0.5773856480186765,0.333692549632417,0.5578504720915589,0.602817183016672,1.7319146817809996e-05,2.9966807298941195e-05,1.792562925727197e-05,1.658850211425094e-05
22,wise-sweep-74,4,99999.99999999999,26.52486194386564,-24.25833320617676,-2.2665345716325644,gaussian,0.03413967415690422,0.8218557100509049,0.011195743456482887,4,0.03413967415690422,0.01300817634910345,-1,0.024256646633148193,0.8218557100509049,8,0.8217777900356656,0.8208209649668635,18.824020666130686,3,0.01757650449872017,5.46371447853744e-05,2.6684878321248107e-05,4.537082713795826e-05,6.028122879797593e-05,2.3023259927867912e-05,0.41673474179745895,0.22946384312405943,0.18608158535858266,0.4662405778410381,2.3995503714981665e-05,4.357795147307376e-05,5.373698107160972e-05,2.1447694598695743e-05
23,wandering-sweep-56,4,99999.99999999999,77.17158007938161,-25.794200897216797,-51.37738512292,gaussian,0.032315053045749664,0.7739815724255515,0.032072849571704865,12,0.07707475870847702,0.04772618040442467,-1,0.1406298577785492,0.7820080959893768,5,0.776545805887193,0.7811747508060273,15.861834083842803,8,0.16418743133544922,3.497987927403301e-05,1.8286473277839832e-05,1.8324066331842914e-05,1.703693123999983e-05,2.2943926524021663e-05,0.633303664736161,0.6496880686359106,0.5869512959300351,0.423199259644921,1.5789964052277336e-05,1.5391765010161944e-05,1.7036898462197728e-05,2.3628972599489324e-05
24,solar-sweep-62,4,99999.99999999999,11.115825625919044,-23.050594329833984,11.934769710995022,gaussian,0.05374055355787277,0.7123612790706618,0.011918095871806145,5,0.012598834000527859,0.026746205985546112,-1,0.01705801486968994,0.7164398710486573,6,0.71616376006794,0.7138977555915832,10.825754924477478,9,0.07303635776042938,2.466738260409329e-05,3.20298713631928e-05,4.5426935685100034e-05,5.1530041673686355e-05,2.130754364770837e-05,0.3008916807972497,0.2556077694200134,0.1958954827560797,0.4580480913092657,3.3233446797321456e-05,3.912091097066376e-05,5.104502364770933e-05,2.1831292121523363e-05
25,honest-sweep-55,4,99999.99999999999,23.481592157879096,-23.924142837524418,0.4425535126938101,gaussian,0.05436711758375168,0.6939677220659596,0.013027221895754337,3,0.05436711758375168,0.05367538332939148,-1,0.12256795167922974,0.6939677220659596,21,0.6070584244620909,0.6775543007790716,12.035917466119592,16,0.001354466425254941,2.6190708013018593e-05,2.345494976907503e-05,1.9394548871787265e-05,3.894736437359825e-05,2.1481191652128473e-05,0.41214887183338433,0.5304352663989107,0.2555315342690392,0.4467942432275187,2.4262488771665972e-05,1.8852086413906658e-05,3.9132581827077095e-05,2.238116614059967e-05
26,rich-sweep-63,4,99999.99999999999,21.09411605854979,-23.503490447998047,2.409379084069019,gaussian,0.04253366589546203,0.7765634439108106,0.014466471038758755,6,0.042533665895462036,0.04725364223122597,-1,0.22476865351200104,0.7765634439108106,29,0.722927777597625,0.7589273313614618,9.779117437540892,24,0.0007509884890168905,1.706467810436152e-05,2.9422786610666662e-05,2.8805434340029024e-05,4.904759407509118e-05,2.1607691451208666e-05,0.33661891787915366,0.35676130059701805,0.21075445618073818,0.5042508067846008,2.9706301119352732e-05,2.8029160370428023e-05,4.744633028362542e-05,1.9831007814715184e-05
27,absurd-sweep-54,4,99999.99999999999,29.396463294233623,-25.106351852416992,-4.290111507938053,gaussian,0.06585028767585754,0.7220662615295947,0.02155248075723648,2,0.06585028767585754,0.05394892022013664,-1,0.07763561606407166,0.7220662615295947,18,0.6555863342102467,0.7061280105842128,20.74389745535565,13,0.04112211987376213,6.349916657200083e-05,1.569358391861897e-05,2.8570853828568943e-05,5.523265281226486e-05,2.7411011615186e-05,0.6647638329886831,0.3683642631628494,0.18475253493104393,0.3630799706094514,1.5042710022207264e-05,2.7146304723191915e-05,5.412352674059244e-05,2.7541383154194173e-05
28,electric-sweep-52,4,99999.99999999999,13.441343643932523,-19.71412467956543,6.272785770943778,gaussian,0.019470330327749252,0.9101644928321424,0.016151683405041695,0,0.019470330327749252,0.046384021639823914,-1,0.3777008056640625,0.9101644928321425,9,0.7132267243779894,0.8373360754905005,8.313402872012233,4,0.008166792802512646,2.6750036340672523e-05,6.458818097598851e-05,3.426182593102567e-05,4.615862781065516e-05,4.0305545553565025e-05,0.15564293786611305,0.3014135275225591,0.24149062951391986,0.26497701641075366,6.424549473394221e-05,3.31759105939452e-05,4.1407759557925344e-05,3.773769800290556e-05
29,warm-sweep-49,4,99999.99999999999,12.257118708726146,-21.429807662963867,9.17269138038518,gaussian,0.05390381813049317,0.7580038617378885,0.004693594761192799,3,0.053903818130493164,0.04011821374297142,-1,0.13472986221313477,0.7580038617378885,15,0.6942156587007945,0.737507809510695,7.109266712387323,10,0.0003988905227743089,1.4248185834730975e-05,3.8422866055043414e-05,3.088321682298556e-05,4.2453557398403063e-05,3.1485993531532586e-05,0.2790578011263314,0.3325673210157589,0.2504583908341296,0.3257003152393736,3.5833585815488235e-05,3.0068195779128787e-05,3.992519761354802e-05,3.0702128646588064e-05
