,name,dim,gamma_square,neg_elbo,kl_loss,rec_loss,prior,cima,mcc,min_cima,min_cima_step,cima4max_mcc,cima4min_neg_elbo,max_mcc,max_mcc_step,mcc4min_cima,mcc4min_neg_elbo,sigma_0,sigma_1,sigma_2,col_norm_sq_0,col_norm_sq_1,col_norm_sq_2,rhs_0,rhs_1,rhs_2
53,wobbly-sweep-129,3,10000.0,-4.754069490807489,-4.717067241668701,9.471136234022415,gaussian,0.00038968404987826943,0.9329937449171114,4.243596413289197e-05,17,0.00019333648378960788,0.00013380432210396975,0.9384840097985347,22,0.9369875457604538,0.93435673502285,0.0015994615387171507,0.0024426006712019444,0.002026988659054041,0.057528379687603826,0.03764184769598189,0.04539630619929037,0.0017352561453590639,0.002649578812503297,0.0021979806352182443
54,eternal-sweep-128,3,10000.0,-4.6211528307085326,-4.7425856590271,9.363737920074172,gaussian,0.00011112340143881738,0.9433177767667232,4.362106483313255e-05,20,0.00013667297025676817,0.00013227590534370393,0.9455808864160921,33,0.9436339348397402,0.9448482800030765,0.0022845251951366663,0.003009258536621928,0.0011861834209412336,0.04096445062466736,0.03044694897514777,0.07768669429922515,0.0024351963432801935,0.003273649361229414,0.0012855669070513018
55,fallen-sweep-127,3,10000.0,-4.597364286400531,-4.724942207336426,9.322306482292865,gaussian,0.0003441492735873908,0.876734897854712,0.00016611607861705124,23,0.0004678904078900814,0.0006667849374935031,0.8882456362098717,12,0.8772956607604279,0.8763038896708603,0.0016544504323974252,0.0024822147097438574,0.003240124322474003,0.05666623410548155,0.03621874737970021,0.029167550131966813,0.0017616106048920313,0.0027533989252033902,0.0034167533513772747
56,dazzling-sweep-126,3,10000.0,-4.765960498851815,-4.701322555541992,9.467282768291511,gaussian,0.0009468943462707102,0.7030336467198502,0.0001824239152483642,14,0.001019045477733016,0.0006764755235053599,0.7528381737961332,10,0.7484682219115971,0.7086601111592771,0.002156950067728758,0.004260937217622995,0.003908309154212475,0.04316648637497168,0.022210402803644946,0.024530835982805366,0.0023112577049438175,0.0044822140093168815,0.004059951520517183
57,honest-sweep-125,3,10000.0,-4.363000792322734,-4.713864803314209,9.076865523157691,gaussian,0.0007237739628180861,0.7419420036905896,8.203760808100924e-05,15,8.203760808100924e-05,0.00020520146063063294,0.7620640950454424,15,0.7620640950454424,0.7442984610674005,0.0015146632213145494,0.0045482078567147255,0.0020028066355735064,0.06071715977782688,0.020454410405117196,0.04742451073556553,0.0016442727737584792,0.0048651359016897,0.0021041773697874984
58,earnest-sweep-124,3,10000.0,-4.6379623078474665,-4.716742992401123,9.354704759833142,gaussian,0.0002147343911929056,0.9111899845186072,8.850733138388023e-05,33,0.0004572486795950681,0.00021680195641238242,0.9220767789282793,12,0.9176485447138121,0.9141048317552277,0.0014642230235040188,0.002472729654982686,0.0017403507372364402,0.06454301595590906,0.036521072872233384,0.052535374848062574,0.0015469575254379658,0.002730668223426666,0.0018998629778672668
59,dutiful-sweep-123,3,1000.0,-4.730780515406052,-1.4267462491989136,6.157526842488368,gaussian,0.002680669073015451,0.6823866618122959,0.0003028678765986115,40,0.0011856219498440623,0.0023383726365864277,0.7216423860953047,16,0.6963690950526584,0.6994164078369004,0.02862553671002388,0.032548755407333374,0.028378156945109367,0.01921450165699312,0.016779047159938054,0.018270851769174534,0.049469436198248014,0.05624598388227034,0.05189184224848796
60,true-sweep-122,3,1000.0,-4.749245253594515,-1.4278160333633425,6.17706146847387,gaussian,0.00152926635928452,0.6104892715772755,0.0003193435550201684,20,0.00033074189559556544,0.0011074052890762687,0.6451300480113291,22,0.6412517463490699,0.6273023946876606,0.028981124982237816,0.04110006242990494,0.04712717607617378,0.01845947716552221,0.012594336032415224,0.011709796982902528,0.051388842130443965,0.07356004718549951,0.0786794628856165
61,zany-sweep-121,3,1000.0,-4.771536088365413,-1.4397529363632202,6.21128893794427,gaussian,0.001235347706824541,0.7373194234972559,0.00035431544529274106,28,0.0021104977931827307,0.001235347706824541,0.7495958628444896,23,0.7427165198588248,0.7373194234972559,0.040995191782712936,0.043371669948101044,0.03531497344374657,0.011741870213912764,0.012258529294051412,0.015481521653542052,0.07848141467554007,0.07542314670215053,0.0606740094161809
62,brisk-sweep-120,3,1000.0,-4.754371516619145,-1.432809352874756,6.1871808828453405,gaussian,0.002555313054472208,0.5645945858407935,0.0005385882104746997,19,0.0009403025032952428,0.003968545235693455,0.6259390402224208,13,0.6116288358636491,0.5912061527255429,0.0215094406157732,0.03222590684890747,0.03495895862579346,0.02485140167121558,0.016636292912322277,0.015713044256777886,0.03868262203799405,0.05670125830702843,0.05983350397665915
63,splendid-sweep-119,3,1000.0,-4.771029913359016,-1.4358258247375488,6.206855874154101,gaussian,0.002748947124928236,0.5708336544082137,0.00041422652429901063,18,0.002748947124928236,0.0009525794885121286,0.5708336544082137,49,0.5570417464668006,0.5615404418947856,0.03508232161402702,0.04404284805059433,0.023509223014116287,0.015528834765746957,0.012012615676280314,0.022426810276229503,0.06050033255050262,0.07684850032286916,0.04268613559459568
64,vivid-sweep-118,3,1000.0,-4.749841134818559,-1.4326070547103882,6.182448228629593,gaussian,0.0007358932634815574,0.7186134658776483,0.0004924634122289717,28,0.0008218383882194757,0.002001776359975338,0.7434155997479749,20,0.7351196806984222,0.7278593937035008,0.026680855080485344,0.03132025897502899,0.029044024646282196,0.019714618297768993,0.017846084490288128,0.018900329934140814,0.04827508697602707,0.05306141976150673,0.05025042314923682
65,sweet-sweep-114,3,10.0,-0.6579497263557278,-6.412506081687752e-06,0.6579561388618314,gaussian,2.320079803466797,0.051911847477779285,0.11990091949701309,44,1.6873008012771606,2.2903764247894287,0.059245623881942794,18,0.05295538185447337,0.0542567673384337,0.11452977359294891,0.07006961852312088,0.20470072329044342,1.0641084025418224e-05,6.619090351066769e-06,2.08656258693222e-06,0.999893600481808,0.999933813477435,0.999979134809496
66,lunar-sweep-117,3,1000.0,-4.727505608845036,-1.4354562759399414,6.162961664168318,gaussian,0.0017486050492152572,0.7404191902509298,0.00043683371040970087,25,0.0009598350734449923,0.0009598350734449923,0.7545399883338056,23,0.7453195602233509,0.7545399883338056,0.031596798449754715,0.03827817738056183,0.019202223047614098,0.017383834196075476,0.013907720970527452,0.026676154647456096,0.05439561678670257,0.06707933439168864,0.03613218717477852
67,likely-sweep-115,3,1000.0,-4.7744550712530955,-1.436559557914734,6.211014697514489,gaussian,0.00156091945245862,0.7016047326336176,0.0004403508501127362,28,0.0027649663388729095,0.001142681110650301,0.7255664349604082,18,0.7161952774475335,0.7247477670078386,0.023105042055249214,0.03322478383779526,0.0334138348698616,0.02277439628564637,0.016528522049068295,0.015639476104178707,0.04206205650756075,0.057049875465864146,0.060098045980478194
