,name,dim,gamma_square,neg_elbo,kl_loss,rec_loss,prior,cima,mcc,min_cima,min_cima_step,cima4max_mcc,cima4min_neg_elbo,max_mcc,max_mcc_step,mcc4min_cima,mcc4min_neg_elbo,min_neg_elbo,min_neg_elbo_step,mse_sources_mean_decoded_sources,mse_obs_decoded_mean_latents,sigma_0,sigma_1,sigma_2,col_norm_sq_0,col_norm_sq_1,col_norm_sq_2,rhs_0,rhs_1,rhs_2
14,youthful-sweep-106,3,1000000.0,16.849578922959708,-20.81311416625977,3.9635347245012262,gaussian,0.0043141585774719715,0.8390766141776538,0.004020162392407656,11,0.006252193357795477,0.0045954086817801,0.8508437841659987,1,0.8396879296162125,0.8421801543762497,6.9376632911204785,7,4.381403414299712e-06,1.7925661950357608e-06,5.3495373322220985e-06,5.100181169837015e-06,3.896990165230818e-06,0.18624736026708888,0.1758543960250769,0.27445675449621376,5.3691747866448496e-06,5.686490278964203e-06,3.643547990967023e-06
15,vague-sweep-105,3,1000000.0,14.322091299982723,-20.819202423095703,6.497106403060893,gaussian,0.0019285583402961493,0.7103561610731909,0.0019285583402961493,19,0.018193205818533897,0.00343807484023273,0.7270625839077508,0,0.7103561610731909,0.7120660949076981,7.203858942922303,14,2.650262558745453e-06,1.888158749352442e-06,4.677960532717407e-06,4.158978299528826e-06,4.452680059330305e-06,0.2121021942812149,0.24249059371065673,0.20634431511866413,4.7146861856034094e-06,4.123854294071775e-06,4.846245234232357e-06
16,wandering-sweep-104,3,1000000.0,18.13739184711933,-21.65452003479004,3.5171282639646693,gaussian,0.04407215863466263,0.819371685853376,0.04407215863466263,8,0.05678239092230797,0.0675041675567627,0.8295706632657187,0,0.819371685853376,0.8185024780846782,16.827099478020916,3,8.11716090538539e-05,7.28493205315317e-06,2.66817460214952e-06,1.2972115655429661e-05,3.978781933255959e-06,0.4616083699999116,0.17224893828360255,0.33106683998926556,2.1663338419672707e-06,5.805517319568152e-06,3.0205289647959274e-06
17,sleek-sweep-103,3,1000000.0,8.691502781021116,-20.685014724731445,11.993515280298867,gaussian,0.0030188881792128086,0.8891566807190772,0.0030188881792128086,18,0.0030188881792128086,0.004941963590681553,0.8891566807190772,18,0.8891566807190772,0.8878291364894899,8.49555090237525,13,2.9833765893272357e-06,2.7775108719652053e-06,4.744935722555965e-06,2.503079940652242e-06,3.0007213354110718e-06,0.2029833968997572,0.4295771804170414,0.3218859888456258,4.92648703680335e-06,2.32786497449471e-06,3.106680402293587e-06
18,dainty-sweep-102,3,1000000.0,14.11710110813842,-20.739452362060547,6.62235363937948,gaussian,0.0018660678761079907,0.8757045782970816,0.0015015436802059412,1,0.0018660678761079907,0.0022560430224984884,0.8757045782970816,14,0.8706212155491736,0.8748240943346925,7.824043526461757,9,2.493076181053766e-06,2.341280833206838e-06,3.2760153771960177e-06,4.6354412006621715e-06,3.5618365927803097e-06,0.3035852349172643,0.20960979334319063,0.288953244510882,3.2939569881108995e-06,4.770746697011563e-06,3.4607555313565917e-06
19,colorful-sweep-101,3,1000000.0,14.2386534765217,-20.861629486083984,6.622974102213656,gaussian,0.012345929630100729,0.8166441863798835,0.009656127542257309,2,0.010728815570473671,0.014432487078011036,0.8391562961412331,0,0.8332977541365388,0.8163686325617047,8.792476538166254,10,5.664850050379755e-06,2.9587397420982597e-06,4.8438459998578764e-06,5.067641723144334e-06,5.6180861065513454e-06,0.21332625047122722,0.19960932913873908,0.17144893855061127,4.6876336604491896e-06,5.009760789006818e-06,5.832606348265354e-06
20,wandering-sweep-100,3,99999.99999999999,5.887648871565166,-17.377532958984375,11.48988585743874,gaussian,0.0006533635314553976,0.8665680222880351,0.0006533635314553976,13,0.00997187476605177,0.0028989792335778475,0.870303870704326,4,0.8665680222880351,0.869700179647839,5.5013483932583105,8,1.5756093489471823e-05,7.180773536674678e-06,4.617223021341488e-05,4.183298733551055e-05,4.090155562153086e-05,0.227572841534883,0.24250283336315093,0.2553332556152874,4.394004368939756e-05,4.123493120475607e-05,3.916296898425423e-05
21,fancy-sweep-99,3,99999.99999999999,5.076051923391534,-17.37746810913086,12.301418072742898,gaussian,0.0006197605398483574,0.6850631602909164,0.0006197605398483574,17,0.02502872236073017,0.001481170067563653,0.7059655341613983,3,0.6850631602909164,0.6878301275244009,4.976261470725907,12,1.4208461834641639e-05,3.8101043173810467e-06,4.7424211516045034e-05,4.8181842430494726e-05,5.559533019550145e-05,0.2105800512332543,0.1961810826551167,0.19912362817928742,4.7485624042722584e-05,5.0970716225563376e-05,5.02175352873932e-05
22,generous-sweep-98,3,99999.99999999999,6.1148793939994075,-17.574167251586914,11.459286057050395,gaussian,0.012635950930416584,0.8900852651889043,0.0008864091360010207,2,0.0031412900425493717,0.0139150470495224,0.9003921651563022,1,0.8991599902273574,0.8910005116139285,5.167866397642265,11,5.282799975248054e-06,3.240244723201613e-06,3.7435878766700625e-05,4.636883386410773e-05,3.748288145288825e-05,0.2676668296523168,0.21406071455285858,0.24729285385787136,3.7358481916379975e-05,4.671353585607241e-05,4.043624990169806e-05
23,brisk-sweep-97,3,99999.99999999999,5.341956302127003,-17.27777671813965,11.935816001136336,gaussian,0.0002647991059347987,0.7232660486385178,0.00014137712423689663,20,0.0002298202452948317,0.00015033467207103968,0.7233252168797044,25,0.7210823910125846,0.7222302246582852,4.797660867471614,21,5.840764515596675e-06,3.3212804737559054e-06,4.367194196674973e-05,4.150642052991316e-05,5.266617881716229e-05,0.21540964338770952,0.2441683598308373,0.18879929625237324,4.642102197710043e-05,4.095367012428061e-05,5.2963493845310634e-05
24,earnest-sweep-96,3,99999.99999999999,6.954329393872047,-17.264366149902344,10.310032397102889,gaussian,0.0005024090060032904,0.7878694702002516,0.0005024090060032904,11,0.01577724702656269,0.0016988633433356881,0.789829209479257,0,0.7878694702002516,0.7879339753383459,4.866241252758007,6,5.194361619942356e-06,3.896090220223414e-06,2.6412819352117367e-05,5.617542046820745e-05,3.9871771150501445e-05,0.3577815863691427,0.18161077731007058,0.23829170328468763,2.7949231846057848e-05,5.505977976808008e-05,4.196361109535789e-05
25,crisp-sweep-95,3,99999.99999999999,5.958293551496908,-17.431615829467773,11.473322349178549,gaussian,0.0006911201635375619,0.7453715183336249,0.0006911201635375619,13,0.009613553062081337,0.0010799478041008115,0.7608110624141873,0,0.7453715183336249,0.7474328153042664,5.022284548230203,8,6.600042070203926e-06,3.6200412978359964e-06,4.7590856411261484e-05,5.761456486652605e-05,4.709822314907797e-05,0.20726775382782225,0.16472720758252368,0.2038050486749512,4.824444406275562e-05,6.07027407271705e-05,4.90640905321384e-05
26,iconic-sweep-94,3,99999.99999999999,6.225567916881726,-17.351154327392578,11.12557969664366,gaussian,0.0006007206975482404,0.7063323850162584,0.0005944404401816428,13,0.004788973368704319,0.0012651156866922975,0.7073335834746056,0,0.706364175362815,0.7042333073199354,5.2061353309197145,9,7.5268280852469616e-06,5.426621555670863e-06,4.661191997001879e-05,3.107110387645662e-05,3.990848927060142e-05,0.20218605119579625,0.32247466821647564,0.24178368428270236,4.945695002874471e-05,3.1009226129433416e-05,4.135757321232641e-05
27,spring-sweep-93,3,99999.99999999999,5.555304572058803,-17.378551483154297,11.823245680219838,gaussian,0.000742335629183799,0.882508020360755,0.000742335629183799,20,0.000742335629183799,0.0018169787945225835,0.882508020360755,20,0.882508020360755,0.8809793162483432,4.77777563723576,15,3.83525775760063e-06,2.6328759759053355e-06,2.2898097085999325e-05,3.30852999468334e-05,2.876493635994848e-05,0.42557857551912903,0.3003459824890662,0.35332927381013235,2.349687133354577e-05,3.3293826602451744e-05,2.83014109701644e-05
28,vocal-sweep-92,3,99999.99999999999,5.549255543955739,-17.24501609802246,11.695764292470049,gaussian,0.0006525602075271308,0.8043709276908001,0.0004854463040828705,14,0.0006024678586982191,0.0006193300941959023,0.8046218013078343,21,0.803990100382312,0.8044093518048763,5.220987485905141,18,6.945540008018725e-06,5.952661012997851e-06,3.9383558032568544e-05,3.5848912375513464e-05,3.7263343983795494e-05,0.251598939665886,0.30194539003515786,0.2559898998166297,3.9744215818718925e-05,3.311747473305796e-05,3.906251528677514e-05
29,stellar-sweep-91,3,99999.99999999999,6.038499594661396,-17.363929748535156,11.325433322615629,gaussian,0.000320602412102744,0.8508931472089374,0.00024417813983745873,15,0.000320602412102744,0.0004201450210530311,0.8508931472089374,16,0.8503224447203528,0.8483367525107186,4.809777032436923,11,3.5356108583073365e-06,3.2438128982903436e-06,3.494650445645675e-05,3.947257937397808e-05,2.8394277251209132e-05,0.30060108986348055,0.2655093714331578,0.3394098392860201,3.326557248616942e-05,3.766203552691603e-05,2.9462037401924717e-05
